ID,target
1,4.30621359156103
2,0.844067066062199
3,3.20730315222093
4,2.16260238323515
5,3.22661049922198
6,1.66767035916837
7,1.40980903602978
8,7.78591869461613
9,3.7641623060175
10,4.36870602234977
11,2.33195334984265
12,5.98753894842242
13,2.02313647247462
14,4.70065265722202
15,1.62886676873963
16,2.79884476909844
17,2.39293046974987
18,3.03115475927238
19,2.60717520011861
20,1.61443677750158
21,8.16847327729809
22,5.47437034636912
23,2.98472284429652
24,8.07433318248991
25,5.4795472242528
26,2.16585308390345
27,2.34442966932874
28,2.12871407856634
29,1.70834311806295
30,1.51606437733781
31,1.73476258108451
32,1.83226023423024
33,1.36696320643036
34,1.20156735959821
35,1.53933070873015
36,3.50308537006811
37,7.36670372446592
38,2.11862242331738
39,1.68298478482535
40,6.76617052451917
41,6.34654610916117
42,3.97189514598381
43,2.08992231582496
44,4.23172802763413
45,2.47564105012494
46,3.20761182074523
47,2.68483095239196
48,2.10013030120926
49,2.42777469763277
50,1.76850807875439
51,2.12081095642892
52,2.52584257506632
53,2.12043237107956
54,4.61628994827763
55,1.07432439843972
56,5.89225816837931
57,1.84743545829225
58,1.90733915604214
59,11.5548379581291
60,1.57953871938099
61,2.37682341895311
62,2.51291568496008
63,0.982212128709176
64,1.43675289045068
65,2.52446521423836
66,1.14409097627167
67,4.23644345568408
68,1.26188015176952
69,2.78960009163843
70,3.03585723320447
71,1.29933187392923
72,3.89682730821474
73,2.74738522849722
74,1.38697355126647
75,2.4206837239411
76,2.30764271024787
77,7.66513326330722
78,8.32365737022402
79,4.7879540325095
80,4.74610971859432
81,1.38106727498923
82,3.48777328735351
83,2.70095914638432
84,3.78982909814816
85,9.92591308873219
86,4.11754922260436
87,1.19894108140343
88,3.20224096310729
89,2.1334442595529
90,5.85520006418253
91,3.01347273292007
92,1.59756295658093
93,1.66570942514936
94,2.60956655166719
95,5.12233387982084
96,2.40293437676064
97,1.77545374071832
98,1.84799335767705
99,1.56938144524381
100,4.10325092376317
101,1.5362431285211
102,1.34709567468096
103,6.93804910014435
104,1.05587251214739
105,5.61526467673213
106,0.942107724182985
107,2.12886109566143
108,1.58365444887429
109,2.32074760825349
110,7.9910595014122
111,3.95194282403247
112,1.3301283282011
113,4.33518572033527
114,1.98394421914883
115,1.91248086491145
116,0.900714311002411
117,2.22017310597301
118,1.62425353819321
119,1.49409362607006
120,2.38543824569627
121,1.00770493543711
122,6.98975346851992
123,2.77122504756441
124,1.28844315919095
125,10.9104121997289
126,4.23611016393648
127,7.21087122916617
128,1.25993905159119
129,1.48213892825258
130,1.69090001366739
131,2.7820042838749
132,1.47302548876312
133,6.21861281568205
134,1.46018562874685
135,1.91224010719787
136,2.89972982147482
137,3.23028858639559
138,3.04384225075851
139,2.03778964566669
140,8.75386425067184
141,3.07134056725902
142,9.75167902457839
143,4.33458835662639
144,2.27418758014931
145,1.90199860318899
146,2.25908617640057
147,2.57947266321344
148,7.4077974793456
149,3.43786509833296
150,4.99583647466005
151,2.48255793818213
152,5.46345187176477
153,9.45204277619568
154,3.69719556588985
155,1.00788819530173
156,3.56363037961036
157,2.35175547203232
158,3.14380568826316
159,3.09945818851225
160,1.09816015767796
161,2.86557890681255
162,2.39928487382069
163,3.22130450277244
164,2.33446526437881
165,1.87812648347195
166,6.18073754301022
167,4.20199286896764
168,3.25009933397706
169,2.04035331120158
170,2.0492754561912
171,1.69135881278699
172,2.99716352213859
173,3.36000552190631
174,10.9217696673317
175,2.95680050680024
176,2.47356802485622
177,9.45514522389312
178,2.28096524581525
179,2.12611640639116
180,1.59422105772045
181,1.61605558111179
182,1.36706410292682
183,3.71602357530402
184,1.30689563589736
185,2.06330313659373
186,1.68076760484383
187,3.44927810644235
188,4.3483460269932
189,2.57081129328822
190,1.31196145569324
191,3.47732770410898
192,1.25950177190859
193,1.85425071906568
194,2.9690717341671
195,1.40825301814747
196,2.07859116626407
197,10.9524703772428
198,2.83168644680354
199,1.38109565349553
200,6.98314592671446
201,7.35194927278523
202,1.95358177668079
203,2.79331892836471
204,1.14105100959824
205,1.45906403453876
206,2.73875046746139
207,1.5915370658588
208,3.13060079733207
209,1.465687648099
210,2.19950469024167
211,1.82445573914911
212,9.43141209780532
213,5.2225926137926
214,2.53341306444263
215,7.05432276137257
216,1.71010157357612
217,2.58271136535511
218,1.4529548677425
219,1.75803242836657
220,3.02941194733161
221,1.19592930528209
222,6.97920514873952
223,9.71055533060356
224,1.2933495619397
225,7.66413178931396
226,1.91962622156803
227,7.41749331748417
228,3.98625086585366
229,0.912745031658784
230,7.55896126065299
231,2.14682075413815
232,3.1233214994933
233,1.5615506031098
234,3.37475917183286
235,1.28415091765266
236,6.13562299208048
237,9.42347624008581
238,1.89861452665092
239,1.44248479798122
240,1.23498191734385
241,9.08594048470572
242,1.9109933064687
243,4.47265464244404
244,2.85017136126717
245,2.11010189999816
246,2.4422560430576
247,0.926632270441414
248,1.77403473432715
249,1.8848893176224
250,1.56467550984418
251,1.03203154732973
252,2.89639797397095
253,5.47708178335596
254,3.5689874122818
255,2.88697477165705
256,2.25035680425669
257,1.28284692449227
258,9.0774415601449
259,4.81634312856867
260,2.83221668424791
261,1.98684946309183
262,4.3550361362527
263,1.86599368826898
264,1.8094449846646
265,2.80988576901952
266,2.65291310980702
267,1.27515239081036
268,2.06281971481509
269,1.36581168079777
270,0.956820610312678
271,1.58942665181535
272,1.04869490681258
273,10.2851331659347
274,2.45963278887889
275,1.46430265162194
276,3.3373471942764
277,1.58979299125495
278,1.42942410377764
279,1.48893071829808
280,1.96864495399766
281,2.13513043460794
282,2.83801323829519
283,2.89048649598051
284,3.28433688153313
285,1.4955943666141
286,2.51445578528597
287,1.58749236814256
288,1.59115891501203
289,2.50148878009783
290,2.79712747303372
291,3.64142694312067
292,3.37331307287544
293,6.69540605413084
294,1.65290062711892
295,1.20840069051591
296,5.67055588817371
297,2.6716221743032
298,2.38811321955582
299,1.27693471737214
300,2.43059315972656
301,2.79990846355433
302,2.26335912404887
303,1.40026980640332
304,2.65954184760959
305,1.37205138796506
306,6.48595808053192
307,1.44704472975133
308,1.94832433264359
309,4.40195544728675
310,9.37176572842596
311,1.50088995052943
312,3.28132223573894
313,2.55567073589386
314,2.66486027114616
